,American_Express_Company,HewlettPackard_Company,Johnson__Johnson,The_Boeing_Company,Verizon_Communications_Inc
2013-05-31,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-03,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-04,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-05,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-06,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-07,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-10,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-11,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-12,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-13,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-14,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-17,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-18,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-19,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-20,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-21,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-24,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-25,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-26,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-27,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
2013-06-28,0.13333333333333333,0.3333333333333333,0.06666666666666668,0.26666666666666666,0.2
