short_win,long_win,start_evaluation,end_evaluation,returns,volatility,sharpe,sortino,maxDD_level,DD_level_start,DD_level_end,DD_level_length,maxDD_duration,DD_duration_start,DD_duration_end,DD_duration_length,ETL_5,ETL_1
5,100,2011-06-05,2011-07-05,-0.06737887859344482,52.14431316912566,0.08892867963206125,0.11225918453512498,157.89999389648438,2011-06-20 00:00:00,2011-07-04 00:00:00,"-14 days, 0:00:00",157.89999389648438,2011-06-20 00:00:00,2011-07-05 00:00:00,"-15 days, 0:00:00",-80.0,
5,100,2011-05-06,2011-06-05,1.0520758628845215,54.69106226818789,0.24406003533684364,0.2697833162364664,127.29998779296875,2011-05-25 00:00:00,2011-05-31 00:00:00,"-6 days, 0:00:00",127.29998779296875,2011-05-25 00:00:00,2011-06-03 00:00:00,"-9 days, 0:00:00",-73.49998474121094,
5,100,2011-04-06,2011-05-06,-0.5702285766601562,71.82349385521348,-0.13925428029484618,-0.21532476183979424,251.10000610351562,2011-04-11 00:00:00,2011-05-04 00:00:00,"-23 days, 0:00:00",251.10000610351562,2011-04-11 00:00:00,2011-05-06 00:00:00,"-25 days, 0:00:00",-74.69998168945312,
5,100,2011-03-07,2011-04-06,-0.5473804473876953,105.45969450380666,-0.1254621221071481,-0.1977157314105159,345.5999755859375,2011-03-08 00:00:00,2011-03-30 00:00:00,"-22 days, 0:00:00",345.5999755859375,2011-03-08 00:00:00,2011-04-06 00:00:00,"-29 days, 0:00:00",-77.39999389648438,
5,100,2011-02-05,2011-03-07,-0.204179048538208,46.70091026582195,-0.07860365577051909,-0.11625618999722376,130.19998168945312,2011-02-18 00:00:00,2011-03-07 00:00:00,"-17 days, 0:00:00",130.19998168945312,2011-02-18 00:00:00,2011-03-07 00:00:00,"-17 days, 0:00:00",-62.699981689453125,
5,100,2011-01-06,2011-02-05,1.0722072124481201,42.25398113024126,0.2698528419071906,0.30312956284784465,94.20001220703125,2011-01-19 00:00:00,2011-01-31 00:00:00,"-12 days, 0:00:00",94.20001220703125,2011-01-19 00:00:00,2011-02-03 00:00:00,"-15 days, 0:00:00",-52.20001220703125,
5,100,2010-12-07,2011-01-06,0.12147974967956543,24.725280026711,0.10876983363111911,0.14279415586907082,67.30000305175781,2010-12-23 00:00:00,2011-01-05 00:00:00,"-13 days, 0:00:00",67.30000305175781,2010-12-23 00:00:00,2011-01-06 00:00:00,"-14 days, 0:00:00",-39.80000305175781,
5,100,2010-11-07,2010-12-07,-0.1393122673034668,55.59394318312478,0.0722606268087381,0.0893875466977842,182.10000610351562,2010-11-08 00:00:00,2010-11-24 00:00:00,"-16 days, 0:00:00",182.10000610351562,2010-11-08 00:00:00,2010-12-07 00:00:00,"-29 days, 0:00:00",-77.69999694824219,
5,100,2010-10-08,2010-11-07,0.8586246967315674,45.253446325409215,0.23727590299203105,0.276223494305201,75.80000305175781,2010-10-11 00:00:00,2010-10-12 00:00:00,"-1 day, 0:00:00",71.4000015258789,2010-10-14 00:00:00,2010-10-22 00:00:00,"-8 days, 0:00:00",-75.80000305175781,
5,100,2010-09-08,2010-10-08,1.621999740600586,43.317587119233764,0.3003281247760475,0.3237490022216272,87.5,2010-09-27 00:00:00,2010-10-01 00:00:00,"-4 days, 0:00:00",52.70001220703125,2010-09-15 00:00:00,2010-09-24 00:00:00,"-9 days, 0:00:00",-57.09999084472656,
